conjecture,cell_id,verified,J_lower,status,note,run_timestamp
J1,1,1,6.942531985827127,ok,,2026/04/02 00:09:18
J1,2,1,6.941871906492008,ok,,2026/04/02 00:09:27
J1,3,1,7.040118357370783,ok,,2026/04/02 00:09:36
J1,4,1,7.009003842330383,ok,,2026/04/02 00:09:44
J1,5,1,7.0082414449030175,ok,,2026/04/02 00:09:53
J1,6,1,6.976745599991825,ok,,2026/04/02 00:10:01
J1,7,1,6.976032934954045,ok,,2026/04/02 00:10:10
J1,8,1,6.941210081288499,ok,,2026/04/02 00:10:18
J1,9,1,6.940546516585339,ok,,2026/04/02 00:10:26
J1,10,1,6.975318630578183,ok,,2026/04/02 00:10:35
J1,11,1,6.974602692897573,ok,,2026/04/02 00:10:43
J1,12,1,6.939881218147843,ok,,2026/04/02 00:10:52
J1,13,1,6.9392141920902874,ok,,2026/04/02 00:11:01
J1,14,1,6.960770253920908,ok,,2026/04/02 00:11:09
J1,15,1,6.938767331406677,ok,,2026/04/02 00:11:18
J1,16,1,6.961030582670386,ok,,2026/04/02 00:11:26
J1,17,1,6.961287106883187,ok,,2026/04/02 00:11:35
J1,18,1,6.915611442977249,ok,,2026/04/02 00:11:45
J1,19,1,6.891302762738871,ok,,2026/04/02 00:11:53
J1,20,1,6.915923165393675,ok,,2026/04/02 00:12:02
J1,21,1,6.916231002675713,ok,,2026/04/02 00:12:10
J1,22,1,7.130269807075319,ok,,2026/03/25 00:24:48
J1,23,1,7.129196116319657,ok,,2026/03/25 00:24:53
J1,24,1,7.097170028650962,ok,,2026/03/25 00:24:57
J1,25,1,7.09614376515344,ok,,2026/03/25 00:25:01
J1,26,1,7.12812161200932,ok,,2026/03/25 00:25:05
J1,27,1,7.127046298182574,ok,,
J1,28,1,7.095116596853469,ok,,
J1,29,1,7.094088527588905,ok,,
J1,30,1,6.953304812672638,ok,,
J1,31,1,6.993419974432339,ok,,
J1,32,1,6.952512378314605,ok,,
J1,33,1,6.951718562040168,ok,,
J1,34,1,7.03128144383322,ok,,
J1,35,1,7.066889344813827,ok,,
J1,36,1,7.030366711530402,ok,,
J1,37,1,7.029450843323101,ok,,
J1,38,1,6.992564699229799,ok,,
J1,39,1,6.9917081684736475,ok,,
J1,40,1,6.950923369056351,ok,,
J1,41,1,6.950126804489424,ok,,
J1,42,1,6.990850387185912,ok,,
J1,43,1,6.989991359862781,ok,,
J1,44,1,6.949328873299248,ok,,
J1,45,1,6.9485295806141885,ok,,
J1,46,1,6.910209190604416,ok,,
J1,47,1,6.909481474489819,ok,,
J1,48,1,6.864336050798538,ok,,
J1,49,1,6.863674537162577,ok,,
J1,50,1,6.908752248656182,ok,,
J1,51,1,6.908021518815627,ok,,
J1,52,1,6.863011385939328,ok,,
J1,53,1,6.862346602865127,ok,,
J1,54,1,6.816493781031763,ok,,
J1,55,1,6.815901315271714,ok,,
J1,56,1,6.766699238492516,ok,,
J1,57,1,6.766178640149104,ok,,
J1,58,1,6.81530707817333,ok,,
J1,59,1,6.814711076092603,ok,,
J1,60,1,6.7656561316007755,ok,,
J1,61,1,6.765131719530327,ok,,
J1,62,1,6.907289290108618,ok,,
J1,63,1,6.9065555681302975,ok,,
J1,64,1,6.861680193458877,ok,,
J1,65,1,6.861012163635262,ok,,
J1,66,1,6.905820358201051,ok,,
J1,67,1,6.905083665754969,ok,,
J1,68,1,6.860342519155704,ok,,
J1,69,1,6.859671265264037,ok,,
J1,70,1,6.814113314851679,ok,,
J1,71,1,6.813513800491376,ok,,
J1,72,1,7.099414784615075,ok,,
J1,73,1,7.098781203587787,ok,,
J1,74,1,7.124314008850046,ok,,
J1,75,1,7.123736358569939,ok,,
J1,76,1,7.098145686892732,ok,,
J1,77,1,7.097508241016879,ok,,
J1,78,1,6.87622638057459,ok,,
J1,79,1,6.875979287225643,ok,,
J1,80,1,6.919273768059806,ok,,
J1,81,1,6.918969000086232,ok,,
J1,82,1,6.875729499091872,ok,,
J1,83,1,6.875477024572515,ok,,
J1,84,1,6.918661646946926,ok,,
J1,85,1,6.91835171678964,ok,,
J1,86,1,6.9615539065364045,ok,,
J1,87,1,6.961192226285103,ok,,
J1,88,1,7.003075606728655,ok,,
J1,89,1,7.002657771357246,ok,,
J1,90,1,6.96082806904786,ok,,
J1,91,1,6.9604614427489615,ok,,
J1,92,1,7.002237565923704,ok,,
J1,93,1,7.001814998157951,ok,,
J1,94,1,6.875221872195933,ok,,
J1,95,1,6.874964050578993,ok,,
J1,96,1,6.9180392179123045,ok,,
J1,97,1,6.917724158584502,ok,,
J1,98,1,6.874703568145986,ok,,
J1,99,1,6.874440433320412,ok,,
J1,100,1,6.917406547138609,ok,,
J1,101,1,6.9170863915232665,ok,,
J1,102,1,6.960092355499352,ok,,
J1,103,1,6.959720815325181,ok,,
J1,104,1,7.001390075624936,ok,,
J1,105,1,7.000962806517872,ok,,
J1,106,1,6.959346830191816,ok,,
J1,107,1,6.958970407880951,ok,,
J1,108,1,7.000533198018271,ok,,
J1,109,1,7.000101258161816,ok,,
J1,110,1,7.043846223940829,ok,,
J1,111,1,7.043372987223261,ok,,
J1,112,1,7.083871706626919,ok,,
J1,113,1,7.083343819890469,ok,,
J1,114,1,7.0428974859790365,ok,,
J1,115,1,7.042419727560993,ok,,
J1,116,1,7.082813772574236,ok,,
J1,117,1,7.082281572020346,ok,,
J1,118,1,7.123156636320186,ok,,
J1,119,1,7.1225748493053045,ok,,
J1,120,1,7.096868872822694,ok,,
J1,121,1,7.096227589035333,ok,,
J1,122,1,7.1082000598604616,ok,,
J1,123,1,7.1073715963989725,ok,,
J1,124,1,7.084306262373698,ok,,
J1,125,1,7.083303233484909,ok,,
J1,126,1,7.021620745809866,ok,,
J1,127,1,7.020906705732582,ok,,
J1,128,1,7.065134989984596,ok,,
J1,129,1,7.064360837865134,ok,,
J1,130,1,7.020191035349878,ok,,
J1,131,1,7.019473740517905,ok,,
J1,132,1,7.063585169689414,ok,,
J1,133,1,7.062807991242689,ok,,
J1,134,1,7.106541714897585,ok,,
J1,135,1,7.105710420929608,ok,,
J1,136,1,7.082299195835386,ok,,
J1,137,1,7.081294154179925,ok,,
J1,138,1,7.104877719746835,ok,,
J1,139,1,7.104043616643377,ok,,
J1,140,1,7.0802881125670565,ok,,
J1,141,1,7.079281075111421,ok,,
J1,142,1,5.220454435122942,ok,,
J1,143,1,5.312797764012455,ok,,
J1,144,1,5.26842421811126,ok,,
J1,145,1,5.31576265801942,ok,,
J1,146,1,5.403119503862069,ok,,
J1,147,1,5.4914300236289195,ok,,
J1,148,1,5.448836159930392,ok,,
J1,149,1,5.493932272155245,ok,,
J1,150,1,5.359637059071954,ok,,
J1,151,1,5.405850479760243,ok,,
J1,152,1,5.362473383910082,ok,,
J1,153,1,5.408559980416197,ok,,
J1,154,1,5.451441578202785,ok,,
J1,155,1,5.496413863291433,ok,,
J1,156,1,5.454025989183545,ok,,
J1,157,1,5.498874908434527,ok,,
J1,158,1,6.26086376244788,ok,,
J1,159,1,6.188160018218891,ok,,
J1,160,1,6.261165065461436,ok,,
J1,161,1,6.261462858771804,ok,,
J1,162,1,5.9031424780089985,ok,,
J1,163,1,6.113509515444375,ok,,
J1,164,1,5.942273695205041,ok,,
J1,165,1,5.980813459095938,ok,,
J1,166,1,6.188555597499426,ok,,
J1,167,1,6.188947496904871,ok,,
J1,168,1,6.261757152596385,ok,,
J1,169,1,6.262047957150553,ok,,
J1,170,1,6.189335727016111,ok,,
J1,171,1,6.189720298526051,ok,,
J1,172,1,6.9633572924183325,ok,,
J1,173,1,6.9625301736429135,ok,,
J1,174,1,6.82737992206452,ok,,
J1,175,1,6.872492199759701,ok,,
J1,176,1,6.849961185787475,ok,,
J1,177,1,6.872099101151829,ok,,
J1,178,1,6.916067337523256,ok,,
J1,179,1,6.939121730437062,ok,,
J1,180,1,6.936997886879521,ok,,
J1,181,1,6.937418572379183,ok,,
J1,182,1,6.894248982829364,ok,,
J1,183,1,6.915562694268939,ok,,
J1,184,1,6.893794439918988,ok,,
J1,185,1,6.91504795527791,ok,,
J1,186,1,6.936434071189023,ok,,
J1,187,1,6.935710629597775,ok,,
J1,188,1,6.935860382860594,ok,,
J1,189,1,6.933997938263698,ok,,
J1,190,1,6.804142042032108,ok,,
J1,191,1,6.827102494211753,ok,,
J1,192,1,6.803918420806281,ok,,
J1,193,1,6.826814166139793,ok,,
J1,194,1,6.849620054303114,ok,,
J1,195,1,6.871695512007275,ok,,
J1,196,1,6.849268262030915,ok,,
J1,197,1,6.87128149703312,ok,,
J1,198,1,6.803683723106499,ok,,
J1,199,1,6.8265150044516325,ok,,
J1,200,1,6.803438016221545,ok,,
J1,201,1,6.826205075719964,ok,,
J1,202,1,6.848905874664606,ok,,
J1,203,1,6.8708571207708475,ok,,
J1,204,1,6.848532957418481,ok,,
J1,205,1,6.870422447213226,ok,,
J1,206,1,6.89332963787545,ok,,
J1,207,1,6.914523183575324,ok,,
J1,208,1,6.892854640157136,ok,,
J1,209,1,6.913988441867385,ok,,
J1,210,1,6.9352768837100705,ok,,
J1,211,1,6.932280534504468,ok,,
J1,212,1,6.934683635647811,ok,,
J1,213,1,6.930558453924713,ok,,
J1,214,1,6.892369510310299,ok,,
J1,215,1,6.913443792546,ok,,
J1,216,1,6.891874311158158,ok,,
J1,217,1,6.9128892974862985,ok,,
J1,218,1,6.93408069953504,ok,,
J1,219,1,6.928831732591856,ok,,
J1,220,1,6.933468136580483,ok,,
J1,221,1,6.9271004055277485,ok,,
J1,222,1,6.837831588601599,ok,,
J1,223,1,6.82191224416712,ok,,
J1,224,1,6.836906666054585,ok,,
J1,225,1,6.821031168373789,ok,,
J1,226,1,6.805880780678148,ok,,
J1,227,1,6.7897375328312926,ok,,
J1,228,1,6.805043666147736,ok,,
J1,229,1,6.7889444926090015,ok,,
J1,230,1,6.835973375187206,ok,,
J1,231,1,6.820141558936523,ok,,
J1,232,1,6.835031770503289,ok,,
J1,233,1,6.819243471198288,ok,,
J1,234,1,6.804197852169177,ok,,
J1,235,1,6.788142587611372,ok,,
J1,236,1,6.803343395287992,ok,,
J1,237,1,6.7873318747456,ok,,
J1,238,1,6.773482703491633,ok,,
J1,239,1,6.757116366454678,ok,,
J1,240,1,6.772733850638954,ok,,
J1,241,1,6.756411813663885,ok,,
J1,242,1,6.858021810075069,ok,,
J1,243,1,6.857589175560175,ok,,
J1,244,1,6.739978326246554,ok,,
J1,245,1,6.723433206045168,ok,,
J1,246,1,6.771975967105885,ok,,
J1,247,1,6.7556980645603035,ok,,
J1,248,1,6.771209110927824,ok,,
J1,249,1,6.754975177643427,ok,,
J1,250,1,6.739308824734902,ok,,
J1,251,1,6.722808066023273,ok,,
J1,252,1,6.738630020161818,ok,,
J1,253,1,6.722173457893415,ok,,
J1,254,1,6.834081906578813,ok,,
J1,255,1,6.8183369601904475,ok,,
J1,256,1,6.833123837328184,ok,,
J1,257,1,6.817422080774701,ok,,
J1,258,1,6.802480351187423,ok,,
J1,259,1,6.786512410528356,ok,,
J1,260,1,6.801608775407087,ok,,
J1,261,1,6.785684251504502,ok,,
J1,262,1,6.832157616349601,ok,,
J1,263,1,6.816498887297808,ok,,
J1,264,1,6.831183297182559,ok,,
J1,265,1,6.815567433919778,ok,,
J1,266,1,6.8007287233704234,ok,,
J1,267,1,6.784847453545236,ok,,
J1,268,1,6.799840249691169,ok,,
J1,269,1,6.784002072204739,ok,,
J1,270,1,6.770433339323272,ok,,
J1,271,1,6.754243211225552,ok,,
J1,272,1,6.865289379956817,ok,,
J1,273,1,6.852601690117152,ok,,
J1,274,1,6.8406433823041475,ok,,
J1,275,1,6.827549689868359,ok,,
J1,276,1,6.839727213529724,ok,,
J1,277,1,6.82666296323016,ok,,
J1,278,1,6.8643075023210365,ok,,
J1,279,1,6.851648324363492,ok,,
J1,280,1,6.863317600870016,ok,,
J1,281,1,6.850686836337284,ok,,
J1,282,1,6.8388027689987565,ok,,
J1,283,1,6.825767859159652,ok,,
J1,284,1,6.837870102173422,ok,,
J1,285,1,6.824864431585365,ok,,
J1,286,1,6.857560917883543,ok,,
J1,287,1,6.886904067792994,ok,,
J1,288,1,6.8571718626924785,ok,,
J1,289,1,6.8567804975269375,ok,,
J1,290,1,6.915229169396309,ok,,
J1,291,1,6.9425707457835095,ok,,
J1,292,1,6.91476336035694,ok,,
J1,293,1,6.91429538999682,ok,,
J1,294,1,6.88647598325917,ok,,
J1,295,1,6.886045664641497,ok,,
J1,296,1,6.856386830030967,ok,,
J1,297,1,6.8559908676805135,ok,,
J1,298,1,6.8856131187760035,ok,,
J1,299,1,6.885178353188704,ok,,
J1,300,1,6.855592617779134,ok,,
J1,301,1,6.8551920877977,ok,,
J1,302,1,6.8268153762309645,ok,,
J1,303,1,6.826464328317012,ok,,
J1,304,1,6.794748722424725,ok,,
J1,305,1,6.794434503058749,ok,,
J1,306,1,6.826110899818428,ok,,
J1,307,1,6.825755098499624,ok,,
J1,308,1,6.794117837879721,ok,,
J1,309,1,6.793798734899848,ok,,
J1,310,1,6.761717799663143,ok,,
J1,311,1,6.761441596529135,ok,,
J1,312,1,6.72769215515731,ok,,
J1,313,1,6.727455205578732,ok,,
J1,314,1,6.761162880255977,ok,,
J1,315,1,6.760881658818445,ok,,
J1,316,1,6.727215673012066,ok,,
J1,317,1,6.72697356558896,ok,,
J1,318,1,6.825396931970385,ok,,
J1,319,1,6.825036408217922,ok,,
J1,320,1,6.793477201809279,ok,,
J1,321,1,6.7931532465685045,ok,,
J1,322,1,7.043544446845825,ok,,
J1,323,1,7.042984378676575,ok,,
J1,324,1,7.010055288853973,ok,,
J1,325,1,7.009543039525678,ok,,
J1,326,1,6.9770398770156525,ok,,
J1,327,1,6.97658021640157,ok,,
J1,328,1,6.942563244873195,ok,,
J1,329,1,6.942152298941306,ok,,
J1,330,1,6.976118345792369,ok,,
J1,331,1,6.975654272766842,ok,,
J1,332,1,6.941739050740704,ok,,
J1,333,1,6.94132350829906,ok,,
J1,334,1,7.17136841633538,ok,,
J1,335,1,7.17061747220576,ok,,
J1,336,1,7.139845566222061,ok,,
J1,337,1,7.139140764199436,ok,,
J1,338,1,7.169864884081529,ok,,
J1,339,1,7.169110657878914,ok,,
J1,340,1,7.138434229995792,ok,,
J1,341,1,7.137725969851555,ok,,
J1,342,1,7.107839696315732,ok,,
J1,343,1,7.107181424688942,ok,,
J1,344,1,7.075362040755731,ok,,
J1,345,1,7.07475067672706,ok,,
J1,346,1,7.1065213321425444,ok,,
J1,347,1,7.105859425227076,ok,,
J1,348,1,7.074137402712974,ok,,
J1,349,1,7.073522225328727,ok,,
J1,350,1,7.168354799450622,ok,,
J1,351,1,7.167597314773598,ok,,
J1,352,1,7.137015989742591,ok,,
J1,353,1,7.136304295985365,ok,,
J1,354,1,7.166838209600652,ok,,
J1,355,1,7.166077489795324,ok,,
J1,356,1,7.135590894332876,ok,,
J1,357,1,7.134875791123616,ok,,
J1,358,1,7.105195710254389,ok,,
J1,359,1,7.1045301933689275,ok,,
J1,360,1,7.072905150959212,ok,,
J1,361,1,7.072286186237204,ok,,
J1,362,1,7.103862880830885,ok,,
J1,363,1,7.103193779123213,ok,,
J1,364,1,7.07166533742716,ok,,
J1,365,1,7.0710426111317695,ok,,
J1,366,1,7.042422297240687,ok,,
J1,367,1,7.041858209383971,ok,,
J1,368,1,7.009028686185768,ok,,
J1,369,1,7.008512235852731,ok,,
J1,370,1,7.041292121720044,ok,,
J1,371,1,7.040724041082949,ok,,
J1,372,1,7.011837317284087,ok,,
J1,373,1,7.011288447902484,ok,,
J1,374,1,6.978048884270915,ok,,
J1,375,1,6.9775546612438815,ok,,
J1,376,1,6.942686523895883,ok,,
J1,377,1,6.942243294794449,ok,,
J1,378,1,6.977058310448822,ok,,
J1,379,1,6.976559838947008,ok,,
J1,380,1,6.941797840603326,ok,,
J1,381,1,6.941350168844391,ok,,
J1,382,1,7.044921636349454,ok,,
J1,383,1,7.044318950824898,ok,,
J1,384,1,7.0107375612183445,ok,,
J1,385,1,7.0101846636081255,ok,,
J1,386,1,7.04371435640081,ok,,
J1,387,1,7.043107859434482,ok,,
J1,388,1,7.009629761894924,ok,,
J1,389,1,7.009072862978638,ok,,
J1,390,1,6.976059253758404,ok,,
J1,391,1,6.975556561902859,ok,,
J1,392,1,6.9409002866994705,ok,,
J1,393,1,6.940448201403111,ok,,
J1,394,1,6.975051770358231,ok,,
J1,395,1,6.974544886101736,ok,,
J1,396,1,6.9399939203366285,ok,,
J1,397,1,6.939537450224048,ok,,
J1,398,1,6.909904360555527,ok,,
J1,399,1,6.9095313682350605,ok,,
J1,400,1,6.873195093404116,ok,,
J1,401,1,6.872874652553816,ok,,
J1,402,1,6.909155992128132,ok,,
J1,403,1,6.9087782400767805,ok,,
J1,404,1,6.872551727891744,ok,,
J1,405,1,6.872226327286366,ok,,
J1,406,1,6.836033135850921,ok,,
J1,407,1,6.835765614380431,ok,,
J1,408,1,6.798426712983352,ok,,
J1,409,1,6.798212469363617,ok,,
J1,410,1,6.835495508508455,ok,,
J1,411,1,6.835222826188466,ok,,
J1,412,1,6.797995540033735,ok,,
J1,413,1,6.797775933192265,ok,,
J1,414,1,6.908398119745652,ok,,
J1,415,1,6.908015638880979,ok,,
J1,416,1,6.871898458630024,ok,,
J1,417,1,6.871568130059028,ok,,
J1,418,1,6.90763080480009,ok,,
J1,419,1,6.907243625518785,ok,,
J1,420,1,6.871235349212848,ok,,
J1,421,1,6.870900123944804,ok,,
J1,422,1,7.002862133167125,ok,,
J1,423,1,7.001923502399404,ok,,
J1,424,1,6.969163100343945,ok,,
J1,425,1,6.9682716194535,ok,,
J1,426,1,7.000983776207047,ok,,
J1,427,1,7.000042959052448,ok,,
J1,428,1,6.967378953599475,ok,,
J1,429,1,6.966485107642978,ok,,
J1,430,1,6.936943172324246,ok,,
J1,431,1,6.936106621695881,ok,,
J1,432,1,6.899302047417802,ok,,
J1,433,1,6.898518248271724,ok,,
J1,434,1,6.935268772346102,ok,,
J1,435,1,6.9344296289381,ok,,
J1,436,1,6.8977330502080285,ok,,
J1,437,1,6.896946458475649,ok,,
J1,438,1,6.8598112232163215,ok,,
J1,439,1,6.859082756695553,ok,,
J1,440,1,6.818487581167982,ok,,
J1,441,1,6.817817003670509,ok,,
J1,442,1,6.858352786461008,ok,,
J1,443,1,6.857621317940538,ok,,
J1,444,1,6.817144812828442,ok,,
J1,445,1,6.816471014340902,ok,,
J1,446,1,6.9335891967541805,ok,,
J1,447,1,6.932747480696332,ok,,
J1,448,1,6.89615847816756,ok,,
J1,449,1,6.89536911465127,ok,,
J1,450,1,6.931904485308291,ok,,
J1,451,1,6.931060215677004,ok,,
J1,452,1,6.89457837275982,ok,,
J1,453,1,6.893786257830069,ok,,
J1,454,1,6.856888356410972,ok,,
J1,455,1,6.856153907474604,ok,,
J1,456,1,6.815795613803996,ok,,
J1,457,1,6.815118617085528,ok,,
J1,458,1,6.8554179764355005,ok,,
J1,459,1,6.854680568657353,ok,,
J1,460,1,6.814440029610505,ok,,
J1,461,1,6.813759856988693,ok,,
J1,462,1,7.0604545958419,ok,,
J1,463,1,7.0594259237389805,ok,,
J1,464,1,7.03072898210996,ok,,
J1,465,1,7.029741826627639,ok,,
J1,466,1,7.05839633640684,ok,,
J1,467,1,7.057365837623788,ok,,
J1,468,1,7.028753676956651,ok,,
J1,469,1,7.027764537492839,ok,,
J1,470,1,6.999101055287522,ok,,
J1,471,1,6.998158069538629,ok,,
J1,472,1,7.0610333411888995,ok,,
J1,473,1,7.0601005043406495,ok,,
J1,474,1,7.09017166859223,ok,,
J1,475,1,7.089193490942616,ok,,
J1,476,1,7.059166535934335,ok,,
J1,477,1,7.0582314401400446,ok,,
J1,478,1,7.1410475667239375,ok,,
J1,479,1,7.139828564035096,ok,,
J1,480,1,7.117304931280909,ok,,
J1,481,1,7.116284321681203,ok,,
J1,482,1,7.138609040545089,ok,,
J1,483,1,7.137388999124608,ok,,
J1,484,1,7.115262755305334,ok,,
J1,485,1,7.114240236480296,ok,,
J1,486,1,7.08821427191209,ok,,
J1,487,1,7.0872340158193445,ok,,
J1,488,1,7.057295221689226,ok,,
J1,489,1,7.056357885165038,ok,,
J1,490,1,7.086252727022536,ok,,
J1,491,1,7.085270409583085,ok,,
J1,492,1,7.055419435112196,ok,,
J1,493,1,7.054479875641302,ok,,
J1,494,1,7.028122428125908,ok,,
J1,495,1,7.02723539193725,ok,,
J1,496,1,6.993410833284312,ok,,
J1,497,1,6.9925721245315025,ok,,
J1,498,1,7.02634713759296,ok,,
J1,499,1,7.025457669676226,ok,,
J1,500,1,6.991732106346984,ok,,
J1,501,1,6.9908907838173455,ok,,
J1,502,1,6.956916617128638,ok,,
J1,503,1,6.956128735326256,ok,,
J1,504,1,6.918657224808779,ok,,
J1,505,1,6.917922643595784,ok,,
J1,506,1,6.955339448430561,ok,,
J1,507,1,6.9545487612468655,ok,,
J1,508,1,6.917186556336855,ok,,
J1,509,1,6.916448968881038,ok,,
J1,510,1,7.024566993129266,ok,,
J1,511,1,7.023675112577902,ok,,
J1,512,1,6.9900481618933945,ok,,
J1,513,1,6.989204245265622,ok,,
J1,514,1,7.0227820327038835,ok,,
J1,515,1,7.021887758194165,ok,,
J1,516,1,6.98835903912882,ok,,
J1,517,1,6.987512548073777,ok,,
J1,518,1,6.953756679379861,ok,,
J1,519,1,6.952963207749175,ok,,
J1,520,1,6.915709886499496,ok,,
J1,521,1,6.914969314558672,ok,,
J1,522,1,7.097312638140192,ok,,
J1,523,1,7.096248940960347,ok,,
J1,524,1,7.06884260570072,ok,,
J1,525,1,7.067818515815016,ok,,
J1,526,1,6.392723676457106,ok,,
J1,527,1,6.392858457254545,ok,,
J1,528,1,6.459787806324098,ok,,
J1,529,1,6.45982997128456,ok,,
J1,530,1,6.39299004977448,ok,,
J1,531,1,6.393118463327166,ok,,
J1,532,1,6.459869121953286,ok,,
J1,533,1,6.459905267408342,ok,,
J1,534,1,6.524625178885511,ok,,
J1,535,1,6.524577846001673,ok,,
J1,536,1,6.5872563771135,ok,,
J1,537,1,6.587122634496634,ok,,
J1,538,1,6.524527667227016,ok,,
J1,539,1,6.524474651021092,ok,,
J1,540,1,6.5869862084535775,ok,,
J1,541,1,6.586847107215231,ok,,
J1,542,1,6.226507908343063,ok,,
J1,543,1,6.260689886987702,ok,,
J1,544,1,6.227090450771296,ok,,
J1,545,1,6.261178373460776,ok,,
J1,546,1,6.459938416878668,ok,,
J1,547,1,6.459968579073344,ok,,
J1,548,1,6.2947100105645255,ok,,
J1,549,1,6.327688003228342,ok,,
J1,550,1,6.52441880632642,ok,,
J1,551,1,6.524360141445651,ok,,
J1,552,1,6.586705339182853,ok,,
J1,553,1,6.586560912242189,ok,,
J1,554,1,6.52429866508484,ok,,
J1,555,1,6.524234385775198,ok,,
J1,556,1,6.586413834823784,ok,,
J1,557,1,6.586264115085978,ok,,
J1,558,1,6.647701368244636,ok,,
J1,559,1,6.647484275018382,ok,,
J1,560,1,6.7059795111909,ok,,
J1,561,1,6.705682098626294,ok,,
J1,562,1,6.6472646551032675,ok,,
J1,563,1,6.647042516465117,ok,,
J1,564,1,6.705382310514349,ok,,
J1,565,1,6.705080154375548,ok,,
J1,566,1,6.7621095637462885,ok,,
J1,567,1,6.761734836369936,ok,,
J1,568,1,6.816109689022492,ok,,
J1,569,1,6.81566062576962,ok,,
J1,570,1,6.761357878993575,ok,,
J1,571,1,6.760978698501244,ok,,
J1,572,1,6.97571282550224,ok,,
J1,573,1,6.974798822668998,ok,,
J1,574,1,6.889774812520411,ok,,
J1,575,1,6.889253097792629,ok,,
J1,576,1,6.931701005033543,ok,,
J1,577,1,6.931123959877464,ok,,
J1,578,1,6.888729428745601,ok,,
J1,579,1,6.888203812285933,ok,,
J1,580,1,6.9305450632996575,ok,,
J1,581,1,6.929964321839517,ok,,
J1,582,1,6.971606603658852,ok,,
J1,583,1,6.970977105176497,ok,,
J1,584,1,6.973883698831155,ok,,
J1,585,1,6.972967458159399,ok,,
J1,586,1,6.970345852601252,ok,,
J1,587,1,6.969712852464095,ok,,
J1,588,1,6.972050105060401,ok,,
J1,589,1,6.971131644159865,ok,,
J1,590,1,6.541931586217115,ok,,
J1,591,1,6.567720860983339,ok,,
J1,592,1,6.541684601175657,ok,,
J1,593,1,6.567405127356121,ok,,
J1,594,1,6.592981089730981,ok,,
J1,595,1,6.617715070047635,ok,,
J1,596,1,6.592598100185281,ok,,
J1,597,1,6.61726631035476,ok,,
J1,598,1,6.541427121346911,ok,,
J1,599,1,6.567079154625387,ok,,
J1,600,1,6.541159210582844,ok,,
J1,601,1,6.56674300533268,ok,,
J1,602,1,6.592205121605102,ok,,
J1,603,1,6.616807806035364,ok,,
J1,604,1,6.591802215062412,ok,,
J1,605,1,6.616339617093711,ok,,
J1,606,1,6.641925592399456,ok,,
J1,607,1,6.6656154390258395,ok,,
J1,608,1,6.641412541367568,ok,,
J1,609,1,6.665039568408186,ok,,
J1,610,1,6.843939659020389,ok,,
J1,611,1,6.84346797042441,ok,,
J1,612,1,6.6881501587600765,ok,,
J1,613,1,6.710747073495636,ok,,
J1,614,1,6.640889984450067,ok,,
J1,615,1,6.66445442512136,ok,,
J1,616,1,6.640357980668821,ok,,
J1,617,1,6.663860067158932,ok,,
J1,618,1,6.687503888601992,ok,,
J1,619,1,6.71004112845898,ok,,
J1,620,1,6.686848630090648,ok,,
J1,621,1,6.709326416513657,ok,,
J1,622,1,7.033588209948558,ok,,
J1,623,1,7.032992805347644,ok,,
J1,624,1,7.0019513656719115,ok,,
J1,625,1,7.001400378745455,ok,,
J1,626,1,7.032395491175161,ok,,
J1,627,1,7.031796274100923,ok,,
J1,628,1,7.0008473978708095,ok,,
J1,629,1,7.0002924298805125,ok,,
J1,630,1,6.969905269300464,ok,,
